"codigo-da-ocorrencia";"classificacao-da-ocorrencia";"data-e-hora-da-ocorrencia";"latitude-da-ocorrencia";"longitude-da-ocorrencia";"cidade-da-ocorrencia";"uf-da-ocorrencia";"pais-da-ocorrencia";"aerodromo-da-ocorrencia";"investigacao-da-aeronave-foi-liberada";"status-da-investigacao";"numero-do-relatorio-de-divulgacao";"relatorio-de-divulgacao-foi-publicado";"dia-da-divulgacao-da-publicacao";"total-de-recomendacoes";"total-de-aeronaves-envolvidas";"ocorrencia-na-saida-da-pista";"tipo-de-ocorrencia";"tipo-de-categoria-da-ocorrencia";"taxonomia-do-tipo-de-icao";"matricula-da-aeronave";"categoria-do-operador-de-aeronave";"tipo-de-aeronave";"fabricante-da-aeronave";"modelo-de-aeronave";"tipo-de-aeronave-icao";"aeronave-motor-tipo";"aeronave-motor-quantidade";"aeronave-pmd";"categoria-pmd-aeronave";"quantidade-de-assentos-na-aeronave";"ano-de-fabricacao-da-aeronave";"pais-fabricante-da-aeronave";"pais-de-registro-da-aeronave";"registro-da-categoria-da-aeronave";"registro-segmento-da-aeronave";"voo-de-origem-do-acidente";"voo-destino-do-acidente";"fase-de-operacao-da-aeronave";"tipo-de-operacao-da-aeronave";"nivel-de-dano-da-aeronave";"total-de-fatalidades-no-acidente";"fator-do-acidente";"aspecto-do-fator-da-ocorrencia";"fator-condicionante";"area-do-fator";"numero-da-recomendacao";"dia-da-assinatura-de-recomendacao";"dia-do-encaminhamento-da-recomendacao";"conteudo-da-recomendacao";"status-da-recomendacao";"orgao-de-recomendacao"
78641;ACIDENTE;08/04/2019 12:00;-154.147.222.22;-493.958.333.33;SANTA ISABEL;GO;BRASIL;****;SIM;ATIVA;A-056/CENIPA/2019;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTDYG;***;AVIÃO;CESSNA AIRCRAFT;182N;C182;PISTÃO;MONOMOTOR;1338;1338;4;1971;BRASIL;BRASIL;AVIÃO;PARTICULAR;BRIGADEIRO LYSIAS RODRIGUES;AERÓDROMO NACIONAL DE AVIAÇÃO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;
78645;INCIDENTE;27/03/2019 17:09;-260.594.444.44;-530.638.888.88;FRANCISCO BELTRÃO;PR;BRASIL;SSFB;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL;PRKEM;TÁXI AÉREO;***;***;***;***;***;***;0;0;;;BRASIL;BRASIL;***;TÁXI AÉREO;ESTÂNCIA HÉRCULES;PAULO ABDALA;TÁXI;PRIVADA;LEVE;0;;;;;;;;;;
78650;INCIDENTE;12/04/2019 15:20;-234.413.888.88;-450.761.111.11;UBATUBA;SP;BRASIL;SDUB;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRSKF;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;172S;C172;PISTÃO;MONOMOTOR;1157;1157;4;2007;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROPORTO ESTADUAL DE JUNDIAÍ;GASTÃO MADEIRA;POUSO;INSTRUÇÃO;LEVE;0;;;;;;;;;;
78651;INCIDENTE;10/04/2019 08:24;-158.694.444.44;-479.194.444.44;BRASÍLIA;DF;BRASIL;SBBR;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP;PRGGW;REGULAR;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;REGULAR;BRIGADEIRO LYSIAS RODRIGUES;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;
78652;INCIDENTE GRAVE;12/04/2019 19:15;-166.258.333.33;-493.483.333.33;GOIÂNIA;GO;BRASIL;SBNV;SIM;FINALIZADA;***;NÃO;;0;1;SIM;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE;PRPVF;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-32R-301T;PA32;PISTÃO;MONOMOTOR;1633;1633;;;BRASIL;BRASIL;AVIÃO;PARTICULAR;PALMEIRAS DE GOIÁS;AERÓDROMO NACIONAL DE AVIAÇÃO;CORRIDA APÓS POUSO;NÃO REGULAR;SUBSTANCIAL;0;;;;;;;;;;
78653;INCIDENTE GRAVE;05/04/2019 12:55;-172.880.555.55;-558.952.777.77;CORUMBÁ;MS;BRASIL;****;SIM;FINALIZADA;;NÃO;;0;1;NÃO;INDETERMINADO;INDETERMINADO;UNK;PTWXA;***;AVIÃO;CESSNA AIRCRAFT;182S;C182;PISTÃO;MONOMOTOR;1406;1406;4;1998;BRASIL;BRASIL;AVIÃO;PARTICULAR;ESTÂNCIA SANTA MARIA;FAZENDA SÃO SEBASTIÃO DO JATOBAZINHO;CORRIDA APÓS POUSO;NÃO REGULAR;LEVE;0;;;;;;;;;;
78656;ACIDENTE;13/04/2019 18:00;-199.038.888.88;-459.763.888.88;BELO HORIZONTE;MG;BRASIL;SBPR;SIM;ATIVA;A-061/CENIPA/2019;NÃO;;0;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PTDME;***;AVIÃO;SOCATA;ST-10;ST10;PISTÃO;MONOMOTOR;1030;1030;4;1971;BRASIL;BRASIL;AVIÃO;PARTICULAR;CARLOS PRATES;CARLOS PRATES;CIRCUITO DE TRÁFEGO;PRIVADA;DESTRUÍDA;1;;;;;;;;;;
78657;INCIDENTE GRAVE;12/04/2019 19:06;-227.713.888.88;-513.655.555.55;PORECATU;PR;BRASIL;****;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;COM HÉLICE;FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM HÉLICE;SCF-PP;PUELP;EXPERIMENTAL;ULTRALEVE;***;CTU;ULAC;PISTÃO;MONOMOTOR;458;458;2;2001;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;14 BIS;ELISA CAMARGO DE ARRUDA BOTELHO;CRUZEIRO;PRIVADA;LEVE;0;;;;;;;;;;
78661;ACIDENTE;12/04/2019 16:00;*********;*********;ALMEIRIM;PA;BRASIL;****;;ATIVA;A-059/CENIPA/2019;NÃO;;0;1;NÃO;OUTROS;OUTROS;OTHR;PRRAW;***;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;MONOMOTOR;1724;1724;6;1974;BRASIL;BRASIL;AVIÃO;PARTICULAR;JACAREACANGA;FORA DE AERODROMO;CRUZEIRO;PRIVADA;***;0;;;;;;;;;;
78662;INCIDENTE;15/04/2019 18:30;-235.066.666.66;-466.338.888.88;SÃO PAULO;SP;BRASIL;SBMT;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTIZQ;INSTRUÇÃO;AVIÃO;PIPER AIRCRAFT;PA-28-140;P28A;PISTÃO;MONOMOTOR;975;975;2;1973;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE;CAMPO DE MARTE;DECOLAGEM;INSTRUÇÃO;NENHUM;0;;;;;;;;;;
78665;INCIDENTE;16/04/2019 14:52;-48744444444;-668.994.444.44;CARAUARI;AM;BRASIL;SWCA;SIM;FINALIZADA;***;NÃO;;0;1;SIM;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE;PRRMI;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;2009;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;EDUARDO GOMES;CARAUARI;TÁXI;TÁXI AÉREO;NENHUM;0;;;;;;;;;;
78669;INCIDENTE;17/04/2019 13:34;-299.938.888.88;-511.711.111.11;PORTO ALEGRE;RS;BRASIL;SBPA;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRPFR;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-34-200T;PA34;PISTÃO;BIMOTOR;2073;2073;6;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;PAULO ABDALA;SALGADO FILHO;DESCIDA;PRIVADA;NENHUM;0;;;;;;;;;;
78673;INCIDENTE;18/04/2019 15:40;-235.066.666.66;-466.338.888.88;SÃO PAULO;SP;BRASIL;SBMT;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTOUZ;PARTICULAR;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1993;BRASIL;BRASIL;AVIÃO;PARTICULAR;PROFESSOR ERIBERTO MANOEL REINO;CAMPO DE MARTE;POUSO;PRIVADA;LEVE;0;;;;;;;;;;
78674;INCIDENTE;18/04/2019 18:50;-208.161.111.11;-494.047.222.22;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;SIM;FINALIZADA;***;NÃO;;0;1;SIM;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPGKY;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;3;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;DOMINGOS PIGNATARI;DOMINGOS PIGNATARI;ARREMETIDA NO SOLO;INSTRUÇÃO;LEVE;0;;;;;;;;;;
78683;INCIDENTE;21/04/2019 10:05;***;***;GUARULHOS;SP;BRASIL;SBGR;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;MANOBRA ABRUPTA;MANOBRA ABRUPTA;AMAN;PRONL;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;172;2012;BRASIL;BRASIL;AVIÃO;REGULAR;CAMPO GRANDE;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0;;;;;;;;;;
78684;INCIDENTE;20/04/2019 14:24;***;***;GUARULHOS;SP;BRASIL;SBGR;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FOGO NO SOLO;FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO;F-NI;*****;REGULAR;***;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;***;***;***;0;0;;;BRASIL;BRASIL;***;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;***;0;;;;;;;;;;
78696;INCIDENTE;26/05/2019 14:00;***;***;BELO HORIZONTE;MG;BRASIL;SBPR;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRRMY;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1977;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CARLOS PRATES;CARLOS PRATES;POUSO;INSTRUÇÃO;LEVE;0;;;;;;;;;;
78697;INCIDENTE;24/04/2019 13:29;-2350666667;-4663388889;SÃO PAULO;SP;BRASIL;SBMT;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD;PTIZS;***;AVIÃO;PIPER AIRCRAFT;PA-28-140;P28A;PISTÃO;MONOMOTOR;975;975;2;1973;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE;CAMPO DE MARTE;DECOLAGEM;INSTRUÇÃO;NENHUM;0;;;;;;;;;;
78698;INCIDENTE;23/05/2019 15:40;***;***;BELO HORIZONTE;MG;BRASIL;SBPR;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PROFA;***;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2004;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;CARLOS PRATES;CARATINGA;CRUZEIRO;PRIVADA;NENHUM;0;;;;;;;;;;
78699;INCIDENTE;23/04/2019 16:40;***;***;CAMPO NOVO DO PARECIS;MT;BRASIL;****;SIM;FINALIZADA;***;NÃO;;0;1;SIM;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE;PRVAU;***;AVIÃO;AIR TRACTOR;AT-502B;AT5T;TURBOÉLICE;MONOMOTOR;3629;3629;;;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;AGRÍCOLA;LEVE;0;;;;;;;;;;
78700;INCIDENTE;22/05/2019 14:20;***;***;BELO HORIZONTE;MG;BRASIL;****;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PRGXQ;***;***;***;***;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;REGULAR;CONGONHAS;TANCREDO NEVES;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;
78701;INCIDENTE GRAVE;22/05/2019 14:00;-1634389;-4951583;GOIÂNIA;GO;BRASIL;****;***;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTNRK;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711B;P28R;PISTÃO;MONOMOTOR;1248;1248;4;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;***;GURUPI;SUBIDA;PRIVADA;NENHUM;0;;;;;;;;;;
78702;INCIDENTE;20/05/2019 22:06;***;***;GUARULHOS;SP;BRASIL;****;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR;PRMAP;***;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;77000;77000;166;2002;BRASIL;BRASIL;AVIÃO;REGULAR;AEROPUERTO INTERNACIONAL ROSARIO ISLAS MALVINAS;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;REGULAR;LEVE;0;;;;;;;;;;
78703;ACIDENTE;24/04/2019 19:20;-1979527777;-4406805555;RIBEIRÃO DAS NEVES;MG;BRASIL;****;SIM;ATIVA;A-065/CENIPA/2019;NÃO;;0;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PPMMG;***;HELICÓPTERO;HELIBRAS;AS 350 B3;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2011;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DESCIDA DESCONTROLADA;POLICIAL;SUBSTANCIAL;0;;;;;;;;;;
78704;INCIDENTE;20/05/2019 19:25;***;***;GUARULHOS;SP;BRASIL;SBGR;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTMXI;***;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2011;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;LEVE;0;;;;;;;;;;
78706;INCIDENTE;20/05/2019 10:28;-129086111;-383225;SALVADOR;BA;BRASIL;SBSV;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PRBVT;***;AVIÃO;PIPER AIRCRAFT;PA-31T1;PAY1;TURBOÉLICE;BIMOTOR;3946;3946;7;1979;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;DEPUTADO LUÍS EDUARDO MAGALHÃES;BAHIA - JORGE AMADO;SUBIDA;TÁXI AÉREO;LEVE;0;;;;;;;;;;
78707;INCIDENTE GRAVE;26/04/2019 15:15;-1501306;-4100306;VITÓRIA DA CONQUISTA;BA;BRASIL;****;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTOUM;ESPECIALIZADA;AVIÃO;MAULE AIRCRAFT;MX-7-180;M7;PISTÃO;MONOMOTOR;1134;1134;4;1986;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;AMERICANA;VITÓRIA DA CONQUISTA;DESCIDA;ESPECIALIZADA;NENHUM;0;;;;;;;;;;
78708;INCIDENTE;19/05/2019 05:09;***;***;RIO DE JANEIRO;RJ;BRASIL;SBGL;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRAZG;***;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;112;2009;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0;;;;;;;;;;
78709;ACIDENTE;18/05/2019 15:50;-1419722222;-4844833333;BELÉM;PA;BRASIL;****;SIM;ATIVA;A-081/CENIPA/2019;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PRDVR;***;AVIÃO;CESSNA AIRCRAFT;T210N;C210;PISTÃO;MONOMOTOR;1814;1814;6;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;DECOLAGEM;PRIVADA;SUBSTANCIAL;1;;;;;;;;;;
78710;ACIDENTE;26/04/2019 15:40;-3262777777;-4733166666;PARAGOMINAS;PA;BRASIL;****;;ATIVA;***;NÃO;;0;1;NÃO;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT;PTVCC;***;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2011;BRASIL;BRASIL;AVIÃO;PARTICULAR;AERODROMO DE PARAGOMINAS;PAGRISA;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0;;;;;;;;;;
78711;INCIDENTE GRAVE;18/05/2019 17:00;***;***;LUZIÂNIA;GO;BRASIL;****;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR;PUNAE;***;ULTRALEVE;***;***;ULAC;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;BRIGADEIRO ARARIPE MACEDO;BRIGADEIRO ARARIPE MACEDO;CRUZEIRO;EXPERIMENTAL;LEVE;0;;;;;;;;;;
78713;INCIDENTE;28/04/2019 17:18;***;***;MANAUS;AM;BRASIL;SBEG;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;COLISÃO COM AVE;COLISÃO COM AVE;BIRD;PRAYG;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIÃO;REGULAR;EDUARDO GOMES;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;SUBIDA;REGULAR;LEVE;0;;;;;;;;;;
78714;ACIDENTE;28/04/2019 13:05;-27163056;-48625556;PORTO BELO;SC;BRASIL;SDEN;SIM;ATIVA;A-068/CENIPA/2019;NÃO;;0;1;SIM;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PPMJT;***;AVIÃO;PIPER AIRCRAFT;PA-32R-301T;PA32;PISTÃO;MONOMOTOR;1633;1633;7;2004;BRASIL;BRASIL;AVIÃO;PARTICULAR;AMERICANA;COSTA ESMERALDA;POUSO;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;
78715;ACIDENTE;29/04/2019 19:15;-23156944;-52819444;AMAPORÃ;PR;BRASIL;****;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;INDETERMINADO;INDETERMINADO;UNK;PTUKS;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1998;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0;;;;;;;;;;
78716;INCIDENTE;30/04/2019 21:03;-2343555556;-4647305556;SÃO PAULO;SP;BRASIL;SBGR;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTSGM;***;AVIÃO;EMBRAER;EMB-110P1;E110;TURBOÉLICE;BIMOTOR;5670;5670;20;1982;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;GOVERNADOR ANDRÉ FRANCO MONTORO;TÁXI;TÁXI AÉREO;NENHUM;0;;;;;;;;;;
78717;ACIDENTE;01/05/2019 19:45;-20996389;-42888889;VISCONDE DO RIO BRANCO;MG;BRASIL;****;SIM;FINALIZADA;A-070/CENIPA/2019;SIM;28/10/2019;0;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PUAPK;***;ULTRALEVE;MENDES-ADM PARTICIPACOES E EMPREENDIMENTOS LTDA;RV-9A;ULAC;PISTÃO;MONOMOTOR;750;750;2;2011;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;UBÁ;UBÁ;MANOBRA;PRIVADA;DESTRUÍDA;2;;;;;;;;;;
78718;INCIDENTE;02/05/2019 10:01;***;***;RECIFE;PE;BRASIL;SBRF;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRAIT;***;AVIÃO;AIRBUS INDUSTRIE;A330-243;A332;JATO;BIMOTOR;230000;230000;278;;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;AEROPORTO HUMBERTO DELGADO;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;
78719;INCIDENTE;03/05/2019 16:15;***;***;RIO DE JANEIRO;RJ;BRASIL;SBJR;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PRCHS;***;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;BIMOTOR;12020;12020;22;2009;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FPSO CIDADE DE SÃO PAULO MV 23;JACAREPAGUÁ;DESCIDA;TÁXI AÉREO;NENHUM;0;;;;;;;;;;
78720;INCIDENTE;16/05/2019 14:14;***;***;CURITIBA;PR;BRASIL;SBBI;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRTRX;***;AVIÃO;PIPER AIRCRAFT;PA-46R-350T;PA46;PISTÃO;MONOMOTOR;1969;1969;6;2009;BRASIL;BRASIL;AVIÃO;PARTICULAR;LUÍS DAL CANALLE FILHO;BACACHERI;CORRIDA APÓS POUSO;***;LEVE;0;;;;;;;;;;
78721;INCIDENTE;16/05/2019 13:29;***;***;MARABÁ;PA;BRASIL;SBMA;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTRFZ;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1979;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;FAZENDA SERRA GRANDE;JOÃO CORREA DA ROCHA;POUSO;TÁXI AÉREO;LEVE;0;;;;;;;;;;
78722;ACIDENTE;15/05/2019 10:05;-204961111;-545136111;CAMPO GRANDE;MS;BRASIL;****;SIM;ATIVA;A-079/CENIPA/2019;NÃO;;0;1;NÃO;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;CFIT;PRBHF;***;AVIÃO;BEECH AIRCRAFT;F33A;BE33;PISTÃO;MONOMOTOR;1542;1542;;;BRASIL;BRASIL;AVIÃO;PARTICULAR;ESTÂNCIA SANTA MARIA;ESTÂNCIA ESMERALDA;SUBIDA;PRIVADA;SUBSTANCIAL;2;;;;;;;;;;
78723;INCIDENTE;15/05/2019 02:30;-3,04E+12;-6,01E+12;MANAUS;AM;BRASIL;SBEG;;FINALIZADA;***;NÃO;;0;1;NÃO;FUMAÇA NA CABINE;FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE;F-NI;PPCMM;***;AVIÃO;BEECH AIRCRAFT;F90;BE9T;TURBOÉLICE;BIMOTOR;4967;4967;8;1983;BRASIL;BRASIL;AVIÃO;PARTICULAR;FRANCISCO CORREA DA CRUZ;EDUARDO GOMES;DESCIDA;PRIVADA;NENHUM;0;;;;;;;;;;
78724;INCIDENTE;14/05/2019 22:15;***;***;CAMPOS DOS GOYTACAZES;RJ;BRASIL;SBFS;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PROHJ;***;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;BIMOTOR;6800;6800;17;2013;BRASIL;BRASIL;HELICÓPTERO;MÚLTIPLA;FORA DE AERODROMO;SÃO TOMÉ;CRUZEIRO;TÁXI AÉREO;NENHUM;0;;;;;;;;;;
